country,year,affected,continent,percent_affected,month
Guinea,2024,2876726,Africa,34.558,9
Guinea,2020,3140003,Africa,35.753,8
Guinea,2020,3451418,Africa,37.197,4
Guinea,2020,3811387,Africa,38.842,8
Guinea,2022,4227026,Africa,40.762,11
Guinea,2020,4710497,Africa,42.891,5
Guinea,2021,5650262,Africa,45.552,11
Guinea,2022,6990574,Africa,48.576,2
Guinea,2021,8048834,Africa,51.455,10
Guinea,2024,8807818,Africa,53.676,7
Guinea,2023,9947814,Africa,56.007,8
Guinea-Bissau,2022,580653,Africa,32.5,4
Guinea-Bissau,2020,601095,Africa,33.489,8
Guinea-Bissau,2024,627820,Africa,34.488,2
Guinea-Bissau,2024,601287,Africa,35.492,12
Guinea-Bissau,2021,625361,Africa,36.486,4
Guinea-Bissau,2024,745228,Africa,37.465,5
Guinea-Bissau,2022,825987,Africa,39.327,7
Guinea-Bissau,2024,927524,Africa,41.245,3
Guinea-Bissau,2024,1050938,Africa,43.266,5
Guinea-Bissau,2024,1193708,Africa,44.873,7
Guinea-Bissau,2022,1332459,Africa,45.504,2
Guinea-Bissau,2024,1472041,Africa,46.388,9
Haiti,2020,3201488,Americas,37.579,10
Haiti,2023,3507701,Americas,40.696,1
Haiti,2024,3880130,Americas,43.59,12
Haiti,2021,4318137,Americas,46.243,1
Haiti,2021,4698301,Americas,48.042,8
Haiti,2021,4908554,Americas,49.923,7
Haiti,2023,5198399,Americas,51.461,8
Haiti,2022,5756203,Americas,53.636,12
Haiti,2024,6326682,Americas,55.089,12
Haiti,2023,6913545,Americas,56.671,11
Haiti,2024,7607651,Americas,58.137,5
Haiti,2021,8502814,Americas,60.916,11
Honduras,2024,1517453,Americas,41.912,9
Honduras,2024,1770390,Americas,44.665,6
Honduras,2023,2090162,Americas,48.041,11
Honduras,2024,2500689,Americas,50.924,8
Honduras,2023,2965146,Americas,53.884,1
Honduras,2022,3055235,Americas,57.402,4
Honduras,2020,3669448,Americas,60.909,3
Honduras,2023,4372203,Americas,64.492,3
Honduras,2022,5077347,Americas,66.399,6
Honduras,2023,5867957,Americas,67.659,11
Honduras,2024,6677328,Americas,68.565,5
Honduras,2021,7483763,Americas,70.198,5
"Hong Kong, China",2020,2125900,Asia,60.96,6
"Hong Kong, China",2022,2736300,Asia,64.75,8
"Hong Kong, China",2020,3305200,Asia,67.65,7
"Hong Kong, China",2020,3722800,Asia,70,3
"Hong Kong, China",2021,4115700,Asia,72,3
"Hong Kong, China",2020,4583700,Asia,73.6,3
"Hong Kong, China",2024,5264500,Asia,75.45,7
"Hong Kong, China",2020,5584510,Asia,76.2,1
"Hong Kong, China",2024,5829696,Asia,77.601,10
"Hong Kong, China",2024,6495918,Asia,80,1
"Hong Kong, China",2020,6762476,Asia,81.495,8
"Hong Kong, China",2023,6980412,Asia,82.208,5
Hungary,2021,9504000,Europe,64.03,4
Hungary,2024,9839000,Europe,66.41,9
Hungary,2023,10063000,Europe,67.96,5
Hungary,2021,10223422,Europe,69.5,7
Hungary,2022,10394091,Europe,69.76,8
Hungary,2022,10637171,Europe,69.95,5
Hungary,2020,10705535,Europe,69.39,3
Hungary,2021,10612740,Europe,69.58,7
Hungary,2023,10348684,Europe,69.17,2
Hungary,2023,10244684,Europe,71.04,1
Hungary,2024,10083313,Europe,72.59,7
Hungary,2024,9956108,Europe,73.338,12
Iceland,2024,147962,Europe,72.49,3
Iceland,2021,165110,Europe,73.47,1
Iceland,2024,182053,Europe,73.68,2
Iceland,2024,198676,Europe,73.73,4
Iceland,2022,209275,Europe,74.46,9
Iceland,2023,221823,Europe,76.11,5
Iceland,2020,233997,Europe,76.99,12
Iceland,2020,244676,Europe,77.23,3
Iceland,2023,259012,Europe,78.77,9
Iceland,2024,271192,Europe,78.95,5
Iceland,2021,288030,Europe,80.5,7
Iceland,2024,301931,Europe,81.757,6
India,2020,372000000,Asia,37.373,1
India,2021,409000000,Asia,40.249,8
India,2021,454000000,Asia,43.605,11
India,2021,506000000,Asia,47.193,7
India,2022,567000000,Asia,50.651,11
India,2020,634000000,Asia,54.208,3
India,2023,708000000,Asia,56.596,6
India,2024,788000000,Asia,58.553,8
India,2022,872000000,Asia,60.223,8
India,2023,959000000,Asia,61.765,10
India,2022,1034172547,Asia,62.879,4
India,2024,1110396331,Asia,64.698,12
Indonesia,2023,82052000,Asia,37.468,12
Indonesia,2020,90124000,Asia,39.918,7
Indonesia,2022,99028000,Asia,42.518,5
Indonesia,2023,109343000,Asia,45.964,10
Indonesia,2022,121282000,Asia,49.203,7
Indonesia,2024,136725000,Asia,52.702,12
Indonesia,2023,153343000,Asia,56.159,11
Indonesia,2024,169276000,Asia,60.137,7
Indonesia,2022,184816000,Asia,62.681,1
Indonesia,2022,199278000,Asia,66.041,10
Indonesia,2020,211060000,Asia,68.588,6
Indonesia,2022,223547000,Asia,70.65,11
Iran,2024,17272000,Asia,44.869,4
Iran,2021,19792000,Asia,47.181,9
Iran,2023,22874000,Asia,49.325,8
Iran,2020,26538000,Asia,52.469,11
Iran,2022,30614000,Asia,55.234,2
Iran,2024,35480679,Asia,57.702,4
Iran,2022,43072751,Asia,59.62,9
Iran,2020,51889696,Asia,63.04,5
Iran,2023,60397973,Asia,65.742,3
Iran,2022,63327987,Asia,68.042,8
Iran,2024,66907826,Asia,69.451,1
Iran,2020,69453570,Asia,70.964,10
Iraq,2023,5441766,Asia,45.32,12
Iraq,2024,6248643,Asia,48.437,8
Iraq,2024,7240260,Asia,51.457,1
Iraq,2021,8519282,Asia,54.459,5
Iraq,2023,10061506,Asia,56.95,8
Iraq,2021,11882916,Asia,60.413,1
Iraq,2024,14173318,Asia,62.038,8
Iraq,2023,16543189,Asia,65.044,2
Iraq,2024,17861905,Asia,59.461,8
Iraq,2023,20775703,Asia,58.811,7
Iraq,2023,24001816,Asia,57.046,2
Iraq,2020,27499638,Asia,59.545,7
Ireland,2024,2952156,Europe,66.91,11
Ireland,2020,2878220,Europe,68.9,2
Ireland,2020,2830000,Europe,70.29,2
Ireland,2021,2900100,Europe,71.08,4
Ireland,2020,3024400,Europe,71.28,4
Ireland,2023,3271900,Europe,72.03,7
Ireland,2024,3480000,Europe,73.1,11
Ireland,2020,3539900,Europe,74.36,5
Ireland,2023,3557761,Europe,75.467,6
Ireland,2023,3667233,Europe,76.122,2
Ireland,2024,3879155,Europe,77.783,11
Ireland,2023,4109086,Europe,78.885,9
Israel,2022,1620914,Asia,65.39,6
Israel,2021,1944401,Asia,67.84,4
Israel,2024,2310904,Asia,69.39,11
Israel,2022,2693585,Asia,70.75,4
Israel,2020,3095893,Asia,71.63,7
Israel,2020,3495918,Asia,73.06,11
Israel,2023,3858421,Asia,74.45,4
Israel,2022,4203148,Asia,75.6,9
Israel,2024,4936550,Asia,76.93,10
Israel,2021,5531387,Asia,78.269,1
Israel,2021,6029529,Asia,79.696,9
Israel,2020,6426679,Asia,80.745,5
Italy,2024,47666000,Europe,65.94,11
Italy,2023,49182000,Europe,67.81,5
Italy,2020,50843200,Europe,69.24,4
Italy,2020,52667100,Europe,71.06,1
Italy,2020,54365564,Europe,72.19,10
Italy,2020,56059245,Europe,73.48,6
Italy,2023,56535636,Europe,74.98,12
Italy,2020,56729703,Europe,76.42,1
Italy,2023,56840847,Europe,77.44,11
Italy,2023,57479469,Europe,78.82,10
Italy,2021,57926999,Europe,80.24,8
Italy,2020,58147733,Europe,80.546,6
Jamaica,2021,1426095,Americas,58.53,3
Jamaica,2024,1535090,Americas,62.61,5
Jamaica,2021,1665128,Americas,65.61,2
Jamaica,2023,1861096,Americas,67.51,4
Jamaica,2023,1997616,Americas,69,2
Jamaica,2023,2156814,Americas,70.11,4
Jamaica,2021,2298309,Americas,71.21,7
Jamaica,2024,2326606,Americas,71.77,11
Jamaica,2021,2378618,Americas,71.766,2
Jamaica,2024,2531311,Americas,72.262,11
Jamaica,2024,2664659,Americas,72.047,3
Jamaica,2022,2780132,Americas,72.567,9
Japan,2022,86459025,Asia,63.03,11
Japan,2023,91563009,Asia,65.5,9
Japan,2020,95831757,Asia,68.73,7
Japan,2021,100825279,Asia,71.43,2
Japan,2024,107188273,Asia,73.42,8
Japan,2024,113872473,Asia,75.38,11
Japan,2022,118454974,Asia,77.11,12
Japan,2023,122091325,Asia,78.67,10
Japan,2022,124329269,Asia,79.36,3
Japan,2022,125956499,Asia,80.69,9
Japan,2023,127065841,Asia,82,8
Japan,2023,127467972,Asia,82.603,6
Jordan,2020,607914,Asia,43.158,5
Jordan,2023,746559,Asia,45.669,10
Jordan,2021,933559,Asia,48.126,8
Jordan,2024,1255058,Asia,51.629,10
Jordan,2021,1613551,Asia,56.528,3
Jordan,2021,1937652,Asia,61.134,3
Jordan,2020,2347031,Asia,63.739,5
Jordan,2021,2820042,Asia,65.869,1
Jordan,2021,3867409,Asia,68.015,3
Jordan,2022,4526235,Asia,69.772,12
Jordan,2021,5307470,Asia,71.263,9
Jordan,2022,6053193,Asia,72.535,2
Kenya,2020,6464046,Africa,42.27,5
Kenya,2022,7454779,Africa,44.686,5
Kenya,2024,8678557,Africa,47.949,12
Kenya,2024,10191512,Africa,50.654,11
Kenya,2024,12044785,Africa,53.559,2
Kenya,2021,14500404,Africa,56.155,6
Kenya,2023,17661452,Africa,58.766,11
Kenya,2021,21198082,Africa,59.339,12
Kenya,2022,25020539,Africa,59.285,3
Kenya,2020,28263827,Africa,54.407,11
Kenya,2023,31386842,Africa,50.992,8
Kenya,2020,35610177,Africa,54.11,8
"Korea, Dem. Rep.",2021,8865488,Asia,50.056,3
"Korea, Dem. Rep.",2021,9411381,Asia,54.081,10
"Korea, Dem. Rep.",2024,10917494,Asia,56.656,7
"Korea, Dem. Rep.",2022,12617009,Asia,59.942,1
"Korea, Dem. Rep.",2022,14781241,Asia,63.983,12
"Korea, Dem. Rep.",2023,16325320,Asia,67.159,1
"Korea, Dem. Rep.",2020,17647518,Asia,69.1,3
"Korea, Dem. Rep.",2024,19067554,Asia,70.647,5
"Korea, Dem. Rep.",2023,20711375,Asia,69.978,5
"Korea, Dem. Rep.",2020,21585105,Asia,67.727,9
"Korea, Dem. Rep.",2022,22215365,Asia,66.662,11
"Korea, Dem. Rep.",2024,23301725,Asia,67.297,12
"Korea, Rep.",2023,20947571,Asia,47.453,6
"Korea, Rep.",2021,22611552,Asia,52.681,6
"Korea, Rep.",2024,26420307,Asia,55.292,2
"Korea, Rep.",2023,30131000,Asia,57.716,2
"Korea, Rep.",2022,33505000,Asia,62.612,4
"Korea, Rep.",2024,36436000,Asia,64.766,12
"Korea, Rep.",2024,39326000,Asia,67.123,8
"Korea, Rep.",2022,41622000,Asia,69.81,8
"Korea, Rep.",2024,43805450,Asia,72.244,11
"Korea, Rep.",2022,46173816,Asia,74.647,1
"Korea, Rep.",2024,47969150,Asia,77.045,1
"Korea, Rep.",2024,49044790,Asia,78.623,4
Kuwait,2022,160000,Asia,55.565,1
Kuwait,2024,212846,Asia,58.033,5
Kuwait,2021,358266,Asia,60.47,6
Kuwait,2021,575003,Asia,64.624,10
Kuwait,2021,841934,Asia,67.712,11
Kuwait,2020,1140357,Asia,69.343,6
Kuwait,2022,1497494,Asia,71.309,6
Kuwait,2024,1891487,Asia,74.174,5
Kuwait,2024,1418095,Asia,75.19,12
Kuwait,2022,1765345,Asia,76.156,9
Kuwait,2020,2111561,Asia,76.904,6
Kuwait,2022,2505559,Asia,77.588,4
Lebanon,2024,1439529,Asia,55.928,6
Lebanon,2024,1647412,Asia,59.489,5
Lebanon,2023,1886848,Asia,62.094,7
Lebanon,2022,2186894,Asia,63.87,10
Lebanon,2022,2680018,Asia,65.421,12
Lebanon,2022,3115787,Asia,66.099,7
Lebanon,2020,3086876,Asia,66.983,12
Lebanon,2021,3089353,Asia,67.926,4
Lebanon,2024,3219994,Asia,69.292,11
Lebanon,2022,3430388,Asia,70.265,9
Lebanon,2022,3677780,Asia,71.028,3
Lebanon,2020,3921278,Asia,71.993,2
Lesotho,2020,748747,Africa,42.138,3
Lesotho,2023,813338,Africa,45.047,1
Lesotho,2022,893143,Africa,47.747,12
Lesotho,2020,996380,Africa,48.492,7
Lesotho,2022,1116779,Africa,49.767,2
Lesotho,2023,1251524,Africa,52.208,12
Lesotho,2023,1411807,Africa,55.078,3
Lesotho,2023,1599200,Africa,57.18,2
Lesotho,2020,1803195,Africa,59.685,1
Lesotho,2022,1982823,Africa,55.558,1
Lesotho,2023,2046772,Africa,44.593,3
Lesotho,2023,2012649,Africa,42.592,4
Liberia,2020,863308,Africa,38.48,1
Liberia,2023,975950,Africa,39.486,6
Liberia,2023,1112796,Africa,40.502,5
Liberia,2023,1279406,Africa,41.536,3
Liberia,2020,1482628,Africa,42.614,11
Liberia,2020,1703617,Africa,43.764,10
Liberia,2021,1956875,Africa,44.852,10
Liberia,2023,2269414,Africa,46.027,11
Liberia,2024,1912974,Africa,40.802,3
Liberia,2020,2200725,Africa,42.221,6
Liberia,2020,2814651,Africa,43.753,4
Liberia,2021,3193942,Africa,45.678,6
Libya,2020,1019729,Africa,42.723,9
Libya,2020,1201578,Africa,45.289,8
Libya,2020,1441863,Africa,47.808,3
Libya,2024,1759224,Africa,50.227,2
Libya,2021,2183877,Africa,52.773,7
Libya,2021,2721783,Africa,57.442,4
Libya,2022,3344074,Africa,62.155,10
Libya,2021,3799845,Africa,66.234,9
Libya,2020,4364501,Africa,68.755,8
Libya,2024,4759670,Africa,71.555,11
Libya,2024,5368585,Africa,72.737,5
Libya,2021,6036914,Africa,73.952,8
Madagascar,2020,4762912,Africa,36.681,10
Madagascar,2020,5181679,Africa,38.865,8
Madagascar,2024,5703324,Africa,40.848,10
Madagascar,2022,6334556,Africa,42.881,10
Madagascar,2024,7082430,Africa,44.851,8
Madagascar,2024,8007166,Africa,46.881,1
Madagascar,2020,9171477,Africa,48.969,12
Madagascar,2020,10568642,Africa,49.35,8
Madagascar,2020,12210395,Africa,52.214,7
Madagascar,2023,14165114,Africa,54.978,5
Madagascar,2024,16473477,Africa,57.286,8
Madagascar,2024,19167654,Africa,59.443,6
Malawi,2023,2917802,Africa,36.256,7
Malawi,2020,3221238,Africa,37.207,10
Malawi,2021,3628608,Africa,38.41,10
Malawi,2022,4147252,Africa,39.487,10
Malawi,2023,4730997,Africa,41.766,7
Malawi,2021,5637246,Africa,43.767,3
Malawi,2023,6502825,Africa,45.642,2
Malawi,2020,7824747,Africa,47.457,7
Malawi,2020,10014249,Africa,49.42,2
Malawi,2022,10419991,Africa,47.495,4
Malawi,2021,11824495,Africa,45.009,7
Malawi,2021,13327079,Africa,48.303,10
Malaysia,2022,6748378,Asia,48.463,11
Malaysia,2024,7739235,Asia,52.102,8
Malaysia,2023,8906385,Asia,55.737,11
Malaysia,2020,10154878,Asia,59.371,11
Malaysia,2020,11441462,Asia,63.01,10
Malaysia,2024,12845381,Asia,65.256,12
Malaysia,2021,14441916,Asia,68,9
Malaysia,2023,16331785,Asia,69.5,7
Malaysia,2023,18319502,Asia,70.693,11
Malaysia,2021,20476091,Asia,71.938,2
Malaysia,2023,22662365,Asia,73.044,1
Malaysia,2021,24821286,Asia,74.241,12
Mali,2021,3838168,Africa,33.685,12
Mali,2021,4241884,Africa,35.307,5
Mali,2024,4690372,Africa,36.936,12
Mali,2020,5212416,Africa,38.487,6
Mali,2021,5828158,Africa,39.977,11
Mali,2024,6491649,Africa,41.714,8
Mali,2024,6998256,Africa,43.916,8
Mali,2024,7634008,Africa,46.364,9
Mali,2022,8416215,Africa,48.388,5
Mali,2020,9384984,Africa,49.903,3
Mali,2022,10580176,Africa,51.818,3
Mali,2021,12031795,Africa,54.467,12
Mauritania,2022,1022556,Africa,40.543,6
Mauritania,2024,1076852,Africa,42.338,3
Mauritania,2024,1146757,Africa,44.248,2
Mauritania,2023,1230542,Africa,46.289,11
Mauritania,2021,1332786,Africa,48.437,3
Mauritania,2024,1456688,Africa,50.852,3
Mauritania,2023,1622136,Africa,53.599,10
Mauritania,2022,1841240,Africa,56.145,4
Mauritania,2022,2119465,Africa,58.333,6
Mauritania,2020,2444741,Africa,60.43,6
Mauritania,2021,2828858,Africa,62.247,8
Mauritania,2020,3270065,Africa,64.164,12
Mauritius,2020,516556,Africa,50.986,7
Mauritius,2024,609816,Africa,58.089,6
Mauritius,2022,701016,Africa,60.246,9
Mauritius,2021,789309,Africa,61.557,3
Mauritius,2020,851334,Africa,62.944,6
Mauritius,2023,913025,Africa,64.93,11
Mauritius,2020,992040,Africa,66.711,6
Mauritius,2023,1042663,Africa,68.74,8
Mauritius,2021,1096202,Africa,69.745,12
Mauritius,2023,1149818,Africa,70.736,8
Mauritius,2022,1200206,Africa,71.954,3
Mauritius,2020,1250882,Africa,72.801,1
Mexico,2020,30144317,Americas,50.789,5
Mexico,2020,35015548,Americas,55.19,1
Mexico,2022,41121485,Americas,58.299,8
Mexico,2023,47995559,Americas,60.11,5
Mexico,2020,55984294,Americas,62.361,9
Mexico,2024,63759976,Americas,65.032,2
Mexico,2020,71640904,Americas,67.405,2
Mexico,2023,80122492,Americas,69.498,6
Mexico,2021,88111030,Americas,71.455,12
Mexico,2023,95895146,Americas,73.67,6
Mexico,2022,102479927,Americas,74.902,11
Mexico,2020,108700891,Americas,76.195,2
Mongolia,2023,800663,Asia,42.244,11
Mongolia,2024,882134,Asia,45.248,8
Mongolia,2022,1010280,Asia,48.251,3
Mongolia,2020,1149500,Asia,51.253,4
Mongolia,2020,1320500,Asia,53.754,11
Mongolia,2021,1528000,Asia,55.491,4
Mongolia,2021,1756032,Asia,57.489,11
Mongolia,2020,2015133,Asia,60.222,12
Mongolia,2020,2312802,Asia,61.271,2
Mongolia,2020,2494803,Asia,63.625,4
Mongolia,2022,2674234,Asia,65.033,7
Mongolia,2021,2874127,Asia,66.803,10
Montenegro,2020,413834,Europe,59.164,12
Montenegro,2021,442829,Europe,61.448,9
Montenegro,2020,474528,Europe,63.728,12
Montenegro,2024,501035,Europe,67.178,10
Montenegro,2021,527678,Europe,70.636,5
Montenegro,2021,560073,Europe,73.066,9
Montenegro,2020,562548,Europe,74.101,4
Montenegro,2020,569473,Europe,74.865,12
Montenegro,2022,621621,Europe,75.435,7
Montenegro,2024,692651,Europe,75.445,7
Montenegro,2023,720230,Europe,73.981,12
Montenegro,2023,684736,Europe,74.543,9
Morocco,2024,9939217,Africa,42.873,1
Morocco,2022,11406350,Africa,45.423,1
Morocco,2024,13056604,Africa,47.924,7
Morocco,2021,14770296,Africa,50.335,9
Morocco,2020,16660670,Africa,52.862,6
Morocco,2023,18396941,Africa,55.73,7
Morocco,2024,20198730,Africa,59.65,11
Morocco,2024,22987397,Africa,62.677,12
Morocco,2023,25798239,Africa,65.393,11
Morocco,2023,28529501,Africa,67.66,9
Morocco,2021,31167783,Africa,69.615,3
Morocco,2023,33757175,Africa,71.164,3
Mozambique,2023,6446316,Africa,31.286,6
Mozambique,2023,7038035,Africa,33.779,4
Mozambique,2024,7788944,Africa,36.161,11
Mozambique,2024,8680909,Africa,38.113,9
Mozambique,2023,9809596,Africa,40.328,8
Mozambique,2023,11127868,Africa,42.495,2
Mozambique,2021,12587223,Africa,42.795,9
Mozambique,2023,12891952,Africa,42.861,4
Mozambique,2024,13160731,Africa,44.284,6
Mozambique,2023,16603334,Africa,46.344,3
Mozambique,2023,18473780,Africa,44.026,5
Mozambique,2021,19951656,Africa,42.082,12
Myanmar,2022,20092996,Asia,36.319,12
Myanmar,2021,21731844,Asia,41.905,12
Myanmar,2021,23634436,Asia,45.108,6
Myanmar,2020,25870271,Asia,49.379,3
Myanmar,2020,28466390,Asia,53.07,7
Myanmar,2024,31528087,Asia,56.059,3
Myanmar,2024,34680442,Asia,58.056,8
Myanmar,2024,38028578,Asia,58.339,4
Myanmar,2024,40546538,Asia,59.32,5
Myanmar,2022,43247867,Asia,60.328,6
Myanmar,2023,45598081,Asia,59.908,12
Myanmar,2020,47761980,Asia,62.069,6
Namibia,2022,485831,Africa,41.725,4
Namibia,2020,548080,Africa,45.226,8
Namibia,2024,621392,Africa,48.386,4
Namibia,2021,706640,Africa,51.159,4
Namibia,2024,821782,Africa,53.867,4
Namibia,2024,977026,Africa,56.437,9
Namibia,2023,1099010,Africa,58.968,10
Namibia,2023,1278184,Africa,60.835,12
Namibia,2021,1554253,Africa,61.999,1
Namibia,2023,1774766,Africa,58.909,10
Namibia,2023,1972153,Africa,51.479,1
Namibia,2022,2055080,Africa,52.906,12
Nepal,2023,9182536,Asia,36.157,2
Nepal,2023,9682338,Asia,37.686,12
Nepal,2023,10332057,Asia,39.393,4
Nepal,2023,11261690,Asia,41.472,11
Nepal,2022,12412593,Asia,43.971,4
Nepal,2024,13933198,Asia,46.748,2
Nepal,2020,15796314,Asia,49.594,2
Nepal,2020,17917180,Asia,52.537,3
Nepal,2023,20326209,Asia,55.727,6
Nepal,2024,23001113,Asia,59.426,1
Nepal,2024,25873917,Asia,61.34,10
Nepal,2021,28901790,Asia,63.785,11
Netherlands,2020,10381988,Europe,72.13,3
Netherlands,2024,11026383,Europe,72.99,12
Netherlands,2021,11805689,Europe,73.23,2
Netherlands,2022,12596822,Europe,73.82,2
Netherlands,2024,13329874,Europe,73.75,1
Netherlands,2021,13852989,Europe,75.24,5
Netherlands,2020,14310401,Europe,76.05,4
Netherlands,2024,14665278,Europe,76.83,12
Netherlands,2024,15174244,Europe,77.42,9
Netherlands,2023,15604464,Europe,78.03,3
Netherlands,2022,16122830,Europe,78.53,2
Netherlands,2023,16570613,Europe,79.762,2
New Zealand,2020,1994794,Oceania,69.39,3
New Zealand,2023,2229407,Oceania,70.26,7
New Zealand,2020,2488550,Oceania,71.24,10
New Zealand,2024,2728150,Oceania,71.52,9
New Zealand,2021,2929100,Oceania,71.89,6
New Zealand,2024,3164900,Oceania,72.22,5
New Zealand,2021,3210650,Oceania,73.84,2
New Zealand,2024,3317166,Oceania,74.32,2
New Zealand,2021,3437674,Oceania,76.33,4
New Zealand,2020,3676187,Oceania,77.55,4
New Zealand,2024,3908037,Oceania,79.11,10
New Zealand,2022,4115771,Oceania,80.204,9
Nicaragua,2023,1165790,Americas,42.314,7
Nicaragua,2023,1358828,Americas,45.432,7
Nicaragua,2020,1590597,Americas,48.632,3
Nicaragua,2020,1865490,Americas,51.884,8
Nicaragua,2024,2182908,Americas,55.151,7
Nicaragua,2021,2554598,Americas,57.47,1
Nicaragua,2021,2979423,Americas,59.298,4
Nicaragua,2023,3344353,Americas,62.008,2
Nicaragua,2024,4017939,Americas,65.843,4
Nicaragua,2023,4609572,Americas,68.426,8
Nicaragua,2021,5146848,Americas,70.836,12
Nicaragua,2021,5675356,Americas,72.899,9
Niger,2024,3379468,Africa,37.444,6
Niger,2020,3692184,Africa,38.598,11
Niger,2022,4076008,Africa,39.487,3
Niger,2024,4534062,Africa,40.118,5
Niger,2024,5060262,Africa,40.546,4
Niger,2022,5682086,Africa,41.291,10
Niger,2023,6437188,Africa,42.598,6
Niger,2020,7332638,Africa,44.555,11
Niger,2023,8392818,Africa,47.391,4
Niger,2022,9666252,Africa,51.313,5
Niger,2021,11140655,Africa,54.496,10
Niger,2024,12894865,Africa,56.867,8
Nigeria,2021,33119096,Africa,36.324,6
Nigeria,2022,37173340,Africa,37.802,8
Nigeria,2024,41871351,Africa,39.36,10
Nigeria,2021,47287752,Africa,41.04,4
Nigeria,2023,53740085,Africa,42.821,9
Nigeria,2021,62209173,Africa,44.514,11
Nigeria,2023,73039376,Africa,45.826,5
Nigeria,2021,81551520,Africa,46.886,1
Nigeria,2020,93364244,Africa,47.472,12
Nigeria,2021,106207839,Africa,47.464,7
Nigeria,2024,119901274,Africa,46.608,6
Nigeria,2021,135031164,Africa,46.859,5
Norway,2021,3327728,Europe,72.67,4
Norway,2024,3491938,Europe,73.44,5
Norway,2023,3638919,Europe,73.47,6
Norway,2020,3786019,Europe,74.08,1
Norway,2020,3933004,Europe,74.34,8
Norway,2022,4043205,Europe,75.37,1
Norway,2024,4114787,Europe,75.97,2
Norway,2022,4186147,Europe,75.89,11
Norway,2024,4286357,Europe,77.32,12
Norway,2021,4405672,Europe,78.32,12
Norway,2023,4535591,Europe,79.05,2
Norway,2022,4627926,Europe,80.196,7
Oman,2024,507833,Asia,37.578,12
Oman,2021,561977,Asia,40.08,7
Oman,2020,628164,Asia,43.165,7
Oman,2024,714775,Asia,46.988,4
Oman,2022,829050,Asia,52.143,5
Oman,2020,1004533,Asia,57.367,10
Oman,2024,1301048,Asia,62.728,6
Oman,2022,1593882,Asia,67.734,8
Oman,2021,1915208,Asia,71.197,3
Oman,2024,2283635,Asia,72.499,3
Oman,2020,2713462,Asia,74.193,6
Oman,2022,3204897,Asia,75.64,1
Pakistan,2021,41346560,Asia,43.436,9
Pakistan,2023,46679944,Asia,45.557,7
Pakistan,2020,53100671,Asia,47.67,5
Pakistan,2022,60641899,Asia,49.8,3
Pakistan,2020,69325921,Asia,51.929,8
Pakistan,2020,78152686,Asia,54.043,1
Pakistan,2022,91462088,Asia,56.158,12
Pakistan,2020,105186881,Asia,58.245,8
Pakistan,2020,120065004,Asia,60.838,2
Pakistan,2024,135564834,Asia,61.818,1
Pakistan,2023,153403524,Asia,63.61,4
Pakistan,2024,169270617,Asia,65.483,3
Panama,2024,940080,Americas,55.191,4
Panama,2020,1063506,Americas,59.201,12
Panama,2020,1215725,Americas,61.817,1
Panama,2023,1405486,Americas,64.071,8
Panama,2024,1616384,Americas,66.216,12
Panama,2024,1839782,Americas,68.681,1
Panama,2021,2036305,Americas,70.472,3
Panama,2022,2253639,Americas,71.523,11
Panama,2022,2484997,Americas,72.462,10
Panama,2020,2734531,Americas,73.738,1
Panama,2020,2990875,Americas,74.712,12
Panama,2020,3242173,Americas,75.537,11
Paraguay,2024,1555876,Americas,62.649,10
Paraguay,2024,1770902,Americas,63.196,9
Paraguay,2022,2009813,Americas,64.361,3
Paraguay,2022,2287985,Americas,64.951,2
Paraguay,2021,2614104,Americas,65.815,4
Paraguay,2022,2984494,Americas,66.353,3
Paraguay,2022,3366439,Americas,66.874,2
Paraguay,2021,3886512,Americas,67.378,8
Paraguay,2022,4483945,Americas,68.225,8
Paraguay,2022,5154123,Americas,69.4,6
Paraguay,2022,5884491,Americas,70.755,12
Paraguay,2023,6667147,Americas,71.752,12
Peru,2020,8025700,Americas,43.902,9
Peru,2021,9146100,Americas,46.263,12
Peru,2020,10516500,Americas,49.096,11
Peru,2020,12132200,Americas,51.445,3
Peru,2020,13954700,Americas,55.448,11
Peru,2020,15990099,Americas,58.447,1
Peru,2022,18125129,Americas,61.406,12
Peru,2022,20195924,Americas,64.134,3
Peru,2024,22430449,Americas,66.458,11
Peru,2021,24748122,Americas,68.386,2
Peru,2022,26769436,Americas,69.906,2
Peru,2021,28674757,Americas,71.421,12
Philippines,2022,22438691,Asia,47.752,8
Philippines,2020,26072194,Asia,51.334,3
Philippines,2022,30325264,Asia,54.757,5
Philippines,2022,35356600,Asia,56.393,12
Philippines,2023,40850141,Asia,58.065,10
Philippines,2021,46850962,Asia,60.06,9
Philippines,2022,53456774,Asia,62.082,10
Philippines,2024,60017788,Asia,64.151,6
Philippines,2024,67185766,Asia,66.458,1
Philippines,2020,75012988,Asia,68.564,4
Philippines,2021,82995088,Asia,70.303,3
Philippines,2020,91077287,Asia,71.688,6
Poland,2021,25730551,Europe,61.31,6
Poland,2023,28235346,Europe,65.77,1
Poland,2023,30329617,Europe,67.64,4
Poland,2023,31785378,Europe,69.61,10
Poland,2024,33039545,Europe,70.85,1
Poland,2023,34621254,Europe,70.67,7
Poland,2020,36227381,Europe,71.32,12
Poland,2024,37740710,Europe,70.98,1
Poland,2021,38370697,Europe,70.99,1
Poland,2020,38654957,Europe,72.75,11
Poland,2022,38625976,Europe,74.67,7
